紀錄時間,分類,商品名稱,價格,商品網址
2026-03-03,家電數位,達新牌 專業吹風機 TS-2600 1200W大功率 冷風功能 安全溫度保護裝置  黑色,160,https://www.tw.coupang.com/products/%E9%81%94%E6%96%B0%E7%89%8C-%E5%B0%88%E6%A5%AD%E5%90%B9%E9%A2%A8%E6%A9%9F-TS-2600-1200W%E5%A4%A7%E5%8A%9F%E7%8E%87-%E5%86%B7%E9%A2%A8%E5%8A%9F%E8%83%BD-%E5%AE%89%E5%85%A8%E6%BA%AB%E5%BA%A6%E4%BF%9D%E8%AD%B7%E8%A3%9D%E7%BD%AE-465282761998339
2026-03-03,家電數位,nac nac 副食品磨泥調理機  開關蓋 + 主機 + 杯蓋 + 攪拌杯 + 絞刀 + 刀組定位軸 + 防滑墊  透明  1組,598,https://www.tw.coupang.com/products/nac-nac-%E5%89%AF%E9%A3%9F%E5%93%81%E7%A3%A8%E6%B3%A5%E8%AA%BF%E7%90%86%E6%A9%9F-466827402510345
2026-03-03,家電數位,35W PD+QC GaN氮化鎵 摺疊充電器 USB-A+Type-C  紫色  1個,79,https://www.tw.coupang.com/products/35W-PD%2BQC-GaN%E6%B0%AE%E5%8C%96%E9%8E%B5-%E6%91%BA%E7%96%8A%E5%85%85%E9%9B%BB%E5%99%A8-USB-A%2BType-C-473314279538698
2026-03-03,家電數位,LA POLO 藍普諾 陶瓷直立式電暖器  LA-S6105,36,https://www.tw.coupang.com/products/LA-POLO-%E8%97%8D%E6%99%AE%E8%AB%BE-%E9%99%B6%E7%93%B7%E7%9B%B4%E7%AB%8B%E5%BC%8F%E9%9B%BB%E6%9A%96%E5%99%A8-471184235757568
2026-03-03,家電數位,Kinyo USB炫光多媒體喇叭 320 x 57 x 70mm 509g  US-302  黑色,130,https://www.tw.coupang.com/products/Kinyo-USB%E7%82%AB%E5%85%89%E5%A4%9A%E5%AA%92%E9%AB%94%E5%96%87%E5%8F%AD-320-x-57-x-70mm-509g-463113920921601
2026-03-03,家電數位,Honeywell LFH愛濾屋 HEPA濾心 + 活性碳濾網 4片  適用HRF-100APTW/HPA-5150 WTW  1盒,111,https://www.tw.coupang.com/products/Honeywell-LFH%E6%84%9B%E6%BF%BE%E5%B1%8B-HEPA%E6%BF%BE%E5%BF%83-%2B-%E6%B4%BB%E6%80%A7%E7%A2%B3%E6%BF%BE%E7%B6%B2-4%E7%89%87-498730687971332
2026-03-03,家電數位,DREAM TREND 凱夢 超輕量迷你離子夾 S-12  白色,280,https://www.tw.coupang.com/products/DREAM-TREND-%E5%87%B1%E5%A4%A2-%E8%B6%85%E8%BC%95%E9%87%8F%E8%BF%B7%E4%BD%A0%E9%9B%A2%E5%AD%90%E5%A4%BE-S-12-476992013058054
2026-03-03,家電數位,Kinyo 雙電壓摺疊負離子吹風機 800W  KH-193  黑色,269,https://www.tw.coupang.com/products/Kinyo-%E9%9B%99%E9%9B%BB%E5%A3%93%E6%91%BA%E7%96%8A%E8%B2%A0%E9%9B%A2%E5%AD%90%E5%90%B9%E9%A2%A8%E6%A9%9F-800W-451221991178240
2026-03-03,家電數位,Panasonic 負離子吹風機 1400W  EH-NE74-N,41,https://www.tw.coupang.com/products/Panasonic-%E8%B2%A0%E9%9B%A2%E5%AD%90%E5%90%B9%E9%A2%A8%E6%A9%9F-1400W-451592767651840
2026-03-03,家電數位,SAMPO 聲寶 負離子直捲兩用造型梳 375g  HC-Z1808L  黑,599,https://www.tw.coupang.com/products/SAMPO-%E8%81%B2%E5%AF%B6-%E8%B2%A0%E9%9B%A2%E5%AD%90%E7%9B%B4%E6%8D%B2%E5%85%A9%E7%94%A8%E9%80%A0%E5%9E%8B%E6%A2%B3-375g-498719971573760
2026-03-03,家電數位,ISitO 負離子自動捲髮造型器 12段溫控調節 100-210°C 30分鐘自動斷電  IS-24E01DH  淡奶茶,875,https://www.tw.coupang.com/products/ISitO-%E8%B2%A0%E9%9B%A2%E5%AD%90%E8%87%AA%E5%8B%95%E6%8D%B2%E9%AB%AE%E9%80%A0%E5%9E%8B%E5%99%A8-12%E6%AE%B5%E6%BA%AB%E6%8E%A7%E8%AA%BF%E7%AF%80-100-210%C2%B0C-30%E5%88%86%E9%90%98%E8%87%AA%E5%8B%95%E6%96%B7%E9%9B%BB-466467778707459
2026-03-03,家電數位,小達 熱敷護理眼罩  HD-TXWYZO1  銀色  1個,112,https://www.tw.coupang.com/products/%E5%B0%8F%E9%81%94-%E7%86%B1%E6%95%B7%E8%AD%B7%E7%90%86%E7%9C%BC%E7%BD%A9-467831971889155
2026-03-03,家電數位,Panasonic 負離子吹風機 1400W  EH-NE21-K,669,https://www.tw.coupang.com/products/Panasonic-%E8%B2%A0%E9%9B%A2%E5%AD%90%E5%90%B9%E9%A2%A8%E6%A9%9F-1400W-455213420888070
2026-03-03,家電數位,PHILIPS 飛利浦 鼻毛修剪器 NT3650/16  混合色,216,https://www.tw.coupang.com/products/PHILIPS-%E9%A3%9B%E5%88%A9%E6%B5%A6-%E9%BC%BB%E6%AF%9B%E4%BF%AE%E5%89%AA%E5%99%A8-NT3650%2F16-21005809732711
2026-03-03,家電數位,PHILIPS 飛利浦 Type-C 入耳式有線 10mm 驅動單元 高音質 外部降噪 Galaxy iPhone Pro Max 完美直連相容 耳機  黑色  TAE2146,86,https://www.tw.coupang.com/products/PHILIPS-%E9%A3%9B%E5%88%A9%E6%B5%A6-Type-C-%E5%85%A5%E8%80%B3%E5%BC%8F%E6%9C%89%E7%B7%9A-10mm-%E9%A9%85%E5%8B%95%E5%96%AE%E5%85%83-%E9%AB%98%E9%9F%B3%E8%B3%AA-%E5%A4%96%E9%83%A8%E9%99%8D%E5%99%AA-Galaxy-iPhone-Pro-Max-%E5%AE%8C%E7%BE%8E%E7%9B%B4%E9%80%A3%E7%9B%B8%E5%AE%B9-%E8%80%B3%E6%A9%9F-21008204254113
2026-03-03,家電數位,EUPA 時尚迷你蒸蛋機 TSK-8990 快速蒸煮 多功能用途 安全材質  1台,377,https://www.tw.coupang.com/products/EUPA-%E6%99%82%E5%B0%9A%E8%BF%B7%E4%BD%A0%E8%92%B8%E8%9B%8B%E6%A9%9F-TSK-8990-%E5%BF%AB%E9%80%9F%E8%92%B8%E7%85%AE-%E5%A4%9A%E5%8A%9F%E8%83%BD%E7%94%A8%E9%80%94-%E5%AE%89%E5%85%A8%E6%9D%90%E8%B3%AA-468985795543043
2026-03-03,家電數位,Xiaomi 小米 Redmi 紅米 Buds 4 Lite 藍牙耳機 原廠保固  B07005006010  子夜黑  1個,359,https://www.tw.coupang.com/products/Xiaomi-%E5%B0%8F%E7%B1%B3-Redmi-%E7%B4%85%E7%B1%B3-Buds-4-Lite-%E8%97%8D%E7%89%99%E8%80%B3%E6%A9%9F-%E5%8E%9F%E5%BB%A0%E4%BF%9D%E5%9B%BA-496516334583811
2026-03-03,家電數位,DocoLab 便攜MINI沖牙器 CY001 IPX7防水 80ml水箱容量 900mAh電池容量  白色,389,https://www.tw.coupang.com/products/DocoLab-%E4%BE%BF%E6%94%9CMINI%E6%B2%96%E7%89%99%E5%99%A8-CY001-IPX7%E9%98%B2%E6%B0%B4-80ml%E6%B0%B4%E7%AE%B1%E5%AE%B9%E9%87%8F-900mAh%E9%9B%BB%E6%B1%A0%E5%AE%B9%E9%87%8F-536684437340160
2026-03-03,家電數位,NICONICO 旅行用雙電壓熱水壺 480ml  NI-TK2417,31,https://www.tw.coupang.com/products/NICONICO-%E6%97%85%E8%A1%8C%E7%94%A8%E9%9B%99%E9%9B%BB%E5%A3%93%E7%86%B1%E6%B0%B4%E5%A3%BA-480ml-569771057709056
2026-03-03,家電數位,REQIR 十八合一 空氣檢測儀 數據輸出款 白色  1個,659,https://www.tw.coupang.com/products/REQIR-%E5%8D%81%E5%85%AB%E5%90%88%E4%B8%80-%E7%A9%BA%E6%B0%A3%E6%AA%A2%E6%B8%AC%E5%84%80-%E6%95%B8%E6%93%9A%E8%BC%B8%E5%87%BA%E6%AC%BE-%E7%99%BD%E8%89%B2-562157330530304
2026-03-03,家電數位,HONG JIN 宏晉 無線手持吸塵器  白色,645,https://www.tw.coupang.com/products/HONG-JIN-%E5%AE%8F%E6%99%89-%E7%84%A1%E7%B7%9A%E6%89%8B%E6%8C%81%E5%90%B8%E5%A1%B5%E5%99%A8-473981073211406
2026-03-03,家電數位,PHILIPS 飛利浦 沙龍級護髮負離子吹風機  BHD518/01  霧藍黑,47,https://www.tw.coupang.com/products/PHILIPS-%E9%A3%9B%E5%88%A9%E6%B5%A6-%E6%B2%99%E9%BE%8D%E7%B4%9A%E8%AD%B7%E9%AB%AE%E8%B2%A0%E9%9B%A2%E5%AD%90%E5%90%B9%E9%A2%A8%E6%A9%9F-451231482871808
2026-03-03,家電數位,大家源 六人份電子鍋 TCY-3016 單鍵輕鬆操作 直熱式炊煮 內蓋方便拆洗 易潔不沾內鍋 一體式飯匙架 可拆式集水盒,31,https://www.tw.coupang.com/products/%E5%A4%A7%E5%AE%B6%E6%BA%90-%E5%85%AD%E4%BA%BA%E4%BB%BD%E9%9B%BB%E5%AD%90%E9%8D%8B-TCY-3016-%E5%96%AE%E9%8D%B5%E8%BC%95%E9%AC%86%E6%93%8D%E4%BD%9C-%E7%9B%B4%E7%86%B1%E5%BC%8F%E7%82%8A%E7%85%AE-%E5%85%A7%E8%93%8B%E6%96%B9%E4%BE%BF%E6%8B%86%E6%B4%97-%E6%98%93%E6%BD%94%E4%B8%8D%E6%B2%BE%E5%85%A7%E9%8D%8B-%E4%B8%80%E9%AB%94%E5%BC%8F%E9%A3%AF%E5%8C%99%E6%9E%B6-%E5%8F%AF%E6%8B%86%E5%BC%8F%E9%9B%86%E6%B0%B4%E7%9B%92-488190011949059
2026-03-03,家電數位,JINKON 晶工 雙溫控旋風電烤箱 1300w 60Hz 522 x 360 x 322mm 30L  JK-7318,65,https://www.tw.coupang.com/products/JINKON-%E6%99%B6%E5%B7%A5-%E9%9B%99%E6%BA%AB%E6%8E%A7%E6%97%8B%E9%A2%A8%E9%9B%BB%E7%83%A4%E7%AE%B1-1300w-60Hz-522-x-360-x-322mm-30L-456309526740997
2026-03-03,家電數位,Solac 負離子無線直髮梳組 30秒快速升溫 160-200度溫控 無線便攜 輕鬆造型  SGT-218G  鈦灰色,790,https://www.tw.coupang.com/products/Solac-%E8%B2%A0%E9%9B%A2%E5%AD%90%E7%84%A1%E7%B7%9A%E7%9B%B4%E9%AB%AE%E6%A2%B3%E7%B5%84-30%E7%A7%92%E5%BF%AB%E9%80%9F%E5%8D%87%E6%BA%AB-160-200%E5%BA%A6%E6%BA%AB%E6%8E%A7-%E7%84%A1%E7%B7%9A%E4%BE%BF%E6%94%9C-%E8%BC%95%E9%AC%86%E9%80%A0%E5%9E%8B-455519961546752
2026-03-03,家電數位,TATUNG 大同 電烤箱  TOT-2007A  20L  1台,39,https://www.tw.coupang.com/products/TATUNG-%E5%A4%A7%E5%90%8C-%E9%9B%BB%E7%83%A4%E7%AE%B1-268265490202632
2026-03-03,家電數位,TIGER 虎牌 微電腦電子鍋 JBV-S18R tacook料理盤設計 1.8L (10人份)  白色,79,https://www.tw.coupang.com/products/TIGER-%E8%99%8E%E7%89%8C-%E5%BE%AE%E9%9B%BB%E8%85%A6%E9%9B%BB%E5%AD%90%E9%8D%8B-JBV-S18R-tacook%E6%96%99%E7%90%86%E7%9B%A4%E8%A8%AD%E8%A8%88-1.8L-%2810%E4%BA%BA%E4%BB%BD%29-467933021044739
2026-03-03,家電數位,Panasonic 奈米水離子吹風機 1400W  EH-NA55-PN  粉金,71,https://www.tw.coupang.com/products/Panasonic-%E5%A5%88%E7%B1%B3%E6%B0%B4%E9%9B%A2%E5%AD%90%E5%90%B9%E9%A2%A8%E6%A9%9F-1400W-451592767619076
2026-03-03,家電數位,大家源 304不鏽鋼快煮壺 TCY-269018 1.8公升 1100W強火力 蒸汽自動感應 分離式底座 過熱保護裝置,198,https://www.tw.coupang.com/products/%E5%A4%A7%E5%AE%B6%E6%BA%90-304%E4%B8%8D%E9%8F%BD%E9%8B%BC%E5%BF%AB%E7%85%AE%E5%A3%BA-TCY-269018-1.8%E5%85%AC%E5%8D%87-1100W%E5%BC%B7%E7%81%AB%E5%8A%9B-%E8%92%B8%E6%B1%BD%E8%87%AA%E5%8B%95%E6%84%9F%E6%87%89-%E5%88%86%E9%9B%A2%E5%BC%8F%E5%BA%95%E5%BA%A7-%E9%81%8E%E7%86%B1%E4%BF%9D%E8%AD%B7%E8%A3%9D%E7%BD%AE-476950539780099
2026-03-03,家電數位,SOUNDCORE Select 4 Go 防水可攜式藍牙喇叭-黑色 原廠保固  黑色,680,https://www.tw.coupang.com/products/SOUNDCORE-Select-4-Go-%E9%98%B2%E6%B0%B4%E5%8F%AF%E6%94%9C%E5%BC%8F%E8%97%8D%E7%89%99%E5%96%87%E5%8F%AD-%E9%BB%91%E8%89%B2-%E5%8E%9F%E5%BB%A0%E4%BF%9D%E5%9B%BA-531262573887488
2026-03-03,家電數位,TATUNG 大同 微電腦電子鍋6人份 25.1 x 24 x 27.2cm  TRC-06REC  白色 + 銀色,1290,https://www.tw.coupang.com/products/TATUNG-%E5%A4%A7%E5%90%8C-%E5%BE%AE%E9%9B%BB%E8%85%A6%E9%9B%BB%E5%AD%90%E9%8D%8B6%E4%BA%BA%E4%BB%BD-25.1-x-24-x-27.2cm-268227137454088
2026-03-03,家電數位,SAMPO 聲寶 STORM ELITE V1 無線吸塵器 0.6L  EC-U12URW  黑色,67,https://www.tw.coupang.com/products/SAMPO-%E8%81%B2%E5%AF%B6-STORM-ELITE-V1-%E7%84%A1%E7%B7%9A%E5%90%B8%E5%A1%B5%E5%99%A8-0.6L-451237929484292
2026-03-03,家電數位,MOMAX 1-Vibe Go磁吸藍芽音箱  BS6TW  黑色,720,https://www.tw.coupang.com/products/MOMAX-1-Vibe-Go%E7%A3%81%E5%90%B8%E8%97%8D%E8%8A%BD%E9%9F%B3%E7%AE%B1-562533601624064
2026-03-03,家電數位,EUPA 高壓蒸氣式電咖啡機 TSK-183 可打濃密奶泡 花式咖啡輕鬆創作  黑色,880,https://www.tw.coupang.com/products/EUPA-%E9%AB%98%E5%A3%93%E8%92%B8%E6%B0%A3%E5%BC%8F%E9%9B%BB%E5%92%96%E5%95%A1%E6%A9%9F-TSK-183-%E5%8F%AF%E6%89%93%E6%BF%83%E5%AF%86%E5%A5%B6%E6%B3%A1-%E8%8A%B1%E5%BC%8F%E5%92%96%E5%95%A1%E8%BC%95%E9%AC%86%E5%89%B5%E4%BD%9C-468985799720960
2026-03-03,家電數位,MY SCHEMING 我的心機 雙效智能微導音波洗臉機  KS-J01  粉紫色,87,https://www.tw.coupang.com/products/MY-SCHEMING-%E6%88%91%E7%9A%84%E5%BF%83%E6%A9%9F-%E9%9B%99%E6%95%88%E6%99%BA%E8%83%BD%E5%BE%AE%E5%B0%8E%E9%9F%B3%E6%B3%A2%E6%B4%97%E8%87%89%E6%A9%9F-466451949387777
2026-03-03,家電數位,Panasonic 三刀頭充電式水洗刮鬍刀  ES-LT2B  黑色  1組,65,https://www.tw.coupang.com/products/Panasonic-%E4%B8%89%E5%88%80%E9%A0%AD%E5%85%85%E9%9B%BB%E5%BC%8F%E6%B0%B4%E6%B4%97%E5%88%AE%E9%AC%8D%E5%88%80-268218639810569
2026-03-03,家電數位,大家源 分離式料理鍋 3L 不沾好清潔 耐熱玻璃上蓋  TCY-373001,671,https://www.tw.coupang.com/products/%E5%A4%A7%E5%AE%B6%E6%BA%90-%E5%88%86%E9%9B%A2%E5%BC%8F%E6%96%99%E7%90%86%E9%8D%8B-3L-%E4%B8%8D%E6%B2%BE%E5%A5%BD%E6%B8%85%E6%BD%94-%E8%80%90%E7%86%B1%E7%8E%BB%E7%92%83%E4%B8%8A%E8%93%8B-268212428029968
2026-03-03,家電數位,HITACHI日立 20L機械旋鈕式微波爐  HMRM2003,1680,https://www.tw.coupang.com/products/HITACHI%E6%97%A5%E7%AB%8B-20L%E6%A9%9F%E6%A2%B0%E6%97%8B%E9%88%95%E5%BC%8F%E5%BE%AE%E6%B3%A2%E7%88%90-621194143105036
2026-03-03,家電數位,SAMPO 聲寶 智能無線熱敷頸罩 HQ-23N1L  灰黑色,599,https://www.tw.coupang.com/products/SAMPO-%E8%81%B2%E5%AF%B6-%E6%99%BA%E8%83%BD%E7%84%A1%E7%B7%9A%E7%86%B1%E6%95%B7%E9%A0%B8%E7%BD%A9-HQ-23N1L-565659788345344
2026-03-03,家電數位,TESCOm 雙電壓負離子吹風機 1000-1500w  BID392TW  白色,40,https://www.tw.coupang.com/products/TESCOm-%E9%9B%99%E9%9B%BB%E5%A3%93%E8%B2%A0%E9%9B%A2%E5%AD%90%E5%90%B9%E9%A2%A8%E6%A9%9F-1000-1500w-464299545804802
2026-03-03,家電數位,Kinyo 隨時躺電動腰背按摩枕 335 x 122 x 320mm 1850g IAM-2704  灰色,41,https://www.tw.coupang.com/products/Kinyo-%E9%9A%A8%E6%99%82%E8%BA%BA%E9%9B%BB%E5%8B%95%E8%85%B0%E8%83%8C%E6%8C%89%E6%91%A9%E6%9E%95-335-x-122-x-320mm-1850g-IAM-2704-451221978546179
2026-03-03,家電數位,DBL 智能恆溫可折疊烘乾機 110v 1年保固 10Kg 紫光除菌 可折疊收納 定時  智能乾衣機110v【遙控+紫光+香薰】  GYJ-002,636,https://www.tw.coupang.com/products/DBL-%E6%99%BA%E8%83%BD%E6%81%86%E6%BA%AB%E5%8F%AF%E6%8A%98%E7%96%8A%E7%83%98%E4%B9%BE%E6%A9%9F-110v-1%E5%B9%B4%E4%BF%9D%E5%9B%BA-10Kg-%E7%B4%AB%E5%85%89%E9%99%A4%E8%8F%8C-%E5%8F%AF%E6%8A%98%E7%96%8A%E6%94%B6%E7%B4%8D-%E5%AE%9A%E6%99%82-630663497416788
2026-03-03,家電數位,aiwa 愛華 工作檯燈 WD-23S 霧面烤漆 鐵藝底座 單鍵線控  白色,190,https://www.tw.coupang.com/products/aiwa-%E6%84%9B%E8%8F%AF-%E5%B7%A5%E4%BD%9C%E6%AA%AF%E7%87%88-WD-23S-%E9%9C%A7%E9%9D%A2%E7%83%A4%E6%BC%86-%E9%90%B5%E8%97%9D%E5%BA%95%E5%BA%A7-%E5%96%AE%E9%8D%B5%E7%B7%9A%E6%8E%A7-487093545435146
2026-03-03,家電數位,SHARP 夏普 自動除菌離子除濕機 6L DW-LT6HT-W,300,https://www.tw.coupang.com/products/SHARP-%E5%A4%8F%E6%99%AE-%E8%87%AA%E5%8B%95%E9%99%A4%E8%8F%8C%E9%9B%A2%E5%AD%90%E9%99%A4%E6%BF%95%E6%A9%9F-6L-DW-LT6HT-W-341413191417856
2026-03-03,家電數位,甲珍電毯 恆溫電熱毯 款式隨機 KR3800J  135 x 180cm,33,https://www.tw.coupang.com/products/%E7%94%B2%E7%8F%8D%E9%9B%BB%E6%AF%AF-%E6%81%86%E6%BA%AB%E9%9B%BB%E7%86%B1%E6%AF%AF-%E6%AC%BE%E5%BC%8F%E9%9A%A8%E6%A9%9F-KR3800J-455950729199622
2026-03-03,家電數位,PoKeMoN 寶可夢 皮卡丘造型桌上吸塵器  混色  單品,83,https://www.tw.coupang.com/products/PoKeMoN-%E5%AF%B6%E5%8F%AF%E5%A4%A2-%E7%9A%AE%E5%8D%A1%E4%B8%98%E9%80%A0%E5%9E%8B%E6%A1%8C%E4%B8%8A%E5%90%B8%E5%A1%B5%E5%99%A8-21000040700196
2026-03-03,家電數位,Kolin 歌林 不鏽鋼快煮壺 2L  KPK-SD2009,260,https://www.tw.coupang.com/products/Kolin-%E6%AD%8C%E6%9E%97-%E4%B8%8D%E9%8F%BD%E9%8B%BC%E5%BF%AB%E7%85%AE%E5%A3%BA-2L-473287951892484
2026-03-03,家電數位,大家源 對流式電暖器 TCY-860101 客廳臥室辦公室適用 無光害 暖房舒適  White  1台,799,https://www.tw.coupang.com/products/%E5%A4%A7%E5%AE%B6%E6%BA%90-%E5%B0%8D%E6%B5%81%E5%BC%8F%E9%9B%BB%E6%9A%96%E5%99%A8-TCY-860101-%E5%AE%A2%E5%BB%B3%E8%87%A5%E5%AE%A4%E8%BE%A6%E5%85%AC%E5%AE%A4%E9%81%A9%E7%94%A8-%E7%84%A1%E5%85%89%E5%AE%B3-%E6%9A%96%E6%88%BF%E8%88%92%E9%81%A9-471814417383424
2026-03-03,家電數位,mijia 米家 加濕器  MJJSQ06DY  白色  1個,319,https://www.tw.coupang.com/products/mijia-%E7%B1%B3%E5%AE%B6-%E5%8A%A0%E6%BF%95%E5%99%A8-489566989369351
2026-03-03,家電數位,Kinyo 輕鬆唱 K歌藍牙喇叭 附無線麥克風2支 音箱(103 x 90 x 87mm) 331g 麥克風(直徑37 x 135mm) 85g  KY-2024,640,https://www.tw.coupang.com/products/Kinyo-%E8%BC%95%E9%AC%86%E5%94%B1-K%E6%AD%8C%E8%97%8D%E7%89%99%E5%96%87%E5%8F%AD-%E9%99%84%E7%84%A1%E7%B7%9A%E9%BA%A5%E5%85%8B%E9%A2%A82%E6%94%AF-%E9%9F%B3%E7%AE%B1%28103-x-90-x-87mm%29-331g-%E9%BA%A5%E5%85%8B%E9%A2%A8%28%E7%9B%B4%E5%BE%9137-x-135mm%29-85g-467854327513093
2026-03-03,家電數位,HERAN 禾聯 有線吸塵器 44 x 16 x 26cm 1.4kg  HVC-56AB010,49,https://www.tw.coupang.com/products/HERAN-%E7%A6%BE%E8%81%AF-%E6%9C%89%E7%B7%9A%E5%90%B8%E5%A1%B5%E5%99%A8-44-x-16-x-26cm-1.4kg-465382250856455
2026-03-03,家電數位,cook power 鍋寶 新智能全營養調理機纖活養生組 贈杯 原廠保固,1491,https://www.tw.coupang.com/products/cook-power-%E9%8D%8B%E5%AF%B6-%E6%96%B0%E6%99%BA%E8%83%BD%E5%85%A8%E7%87%9F%E9%A4%8A%E8%AA%BF%E7%90%86%E6%A9%9F%E7%BA%96%E6%B4%BB%E9%A4%8A%E7%94%9F%E7%B5%84-%E8%B4%88%E6%9D%AF-%E5%8E%9F%E5%BB%A0%E4%BF%9D%E5%9B%BA-487084858966019
2026-03-03,家電數位,BRAUn 百靈 耳溫槍 IRT3030 含21個耳套  1組,1099,https://www.tw.coupang.com/products/BRAUn-%E7%99%BE%E9%9D%88-%E8%80%B3%E6%BA%AB%E6%A7%8D-IRT3030-%E5%90%AB21%E5%80%8B%E8%80%B3%E5%A5%97-246155082432512
2026-03-03,家電數位,SAMPO 聲寶 電烤箱 9L  KZ-XF09,535,https://www.tw.coupang.com/products/SAMPO-%E8%81%B2%E5%AF%B6-%E9%9B%BB%E7%83%A4%E7%AE%B1-9L-451251263176704
2026-03-03,家電數位,YEER 醫悅 適用後置HEPA濾網 黑色  1個  Dyson V12適用,47,https://www.tw.coupang.com/products/YEER-%E9%86%AB%E6%82%85-%E9%81%A9%E7%94%A8%E5%BE%8C%E7%BD%AEHEPA%E6%BF%BE%E7%B6%B2-%E9%BB%91%E8%89%B2-493997566902278
2026-03-03,家電數位,SONY 索尼 無線入耳式耳機  WI-C100W  白色,519,https://www.tw.coupang.com/products/SONY-%E7%B4%A2%E5%B0%BC-%E7%84%A1%E7%B7%9A%E5%85%A5%E8%80%B3%E5%BC%8F%E8%80%B3%E6%A9%9F-468604550086667
2026-03-03,家電數位,TECO 東元 廣角吸入式捕蚊燈  XYFYK103,199,https://www.tw.coupang.com/products/TECO-%E6%9D%B1%E5%85%83-%E5%BB%A3%E8%A7%92%E5%90%B8%E5%85%A5%E5%BC%8F%E6%8D%95%E8%9A%8A%E7%87%88-479078779912196
2026-03-03,家電數位,Kolin 歌林 玻璃快煮壺  KPK-LN213G  2L  1個,382,https://www.tw.coupang.com/products/Kolin-%E6%AD%8C%E6%9E%97-%E7%8E%BB%E7%92%83%E5%BF%AB%E7%85%AE%E5%A3%BA-464313777094663
2026-03-03,家電數位,DTAudio 聆翔 無線藍芽耳機 雙耳通話 NCC國家認證 安卓皆通用  i9s  白色,160,https://www.tw.coupang.com/products/DTAudio-%E8%81%86%E7%BF%94-%E7%84%A1%E7%B7%9A%E8%97%8D%E8%8A%BD%E8%80%B3%E6%A9%9F-%E9%9B%99%E8%80%B3%E9%80%9A%E8%A9%B1-NCC%E5%9C%8B%E5%AE%B6%E8%AA%8D%E8%AD%89-%E5%AE%89%E5%8D%93%E7%9A%86%E9%80%9A%E7%94%A8-579866038616065
2026-03-03,家電數位,mijia 米家 無線吸塵器2 Lite 2.2kg  B204  白色,81,https://www.tw.coupang.com/products/mijia-%E7%B1%B3%E5%AE%B6-%E7%84%A1%E7%B7%9A%E5%90%B8%E5%A1%B5%E5%99%A82-Lite-2.2kg-559601908891648
2026-03-03,家電數位,KINYO 藍牙健康管理體重計  DS6589  1個  白色,299,https://www.tw.coupang.com/products/KINYO-%E8%97%8D%E7%89%99%E5%81%A5%E5%BA%B7%E7%AE%A1%E7%90%86%E9%AB%94%E9%87%8D%E8%A8%88-161336331829275
2026-03-03,家電數位,CHENYUN 呈云 注水小氣泡電動臉部清潔儀 黑頭粉刺機  CY-128A  白色  1台,247,https://www.tw.coupang.com/products/CHENYUN-%E5%91%88%E4%BA%91-%E6%B3%A8%E6%B0%B4%E5%B0%8F%E6%B0%A3%E6%B3%A1%E9%9B%BB%E5%8B%95%E8%87%89%E9%83%A8%E6%B8%85%E6%BD%94%E5%84%80-%E9%BB%91%E9%A0%AD%E7%B2%89%E5%88%BA%E6%A9%9F-465358934753289
2026-03-03,家電數位,Kinyo 超輕量美型吹風機 KH-196 750W  紫色,112,https://www.tw.coupang.com/products/Kinyo-%E8%B6%85%E8%BC%95%E9%87%8F%E7%BE%8E%E5%9E%8B%E5%90%B9%E9%A2%A8%E6%A9%9F-KH-196-750W-161607925612555
2026-03-03,家電數位,大家源 304不鏽鋼快煮壺 22.2 x 15.8 x 22cm 730g 1.5L  TCY-269015,174,https://www.tw.coupang.com/products/%E5%A4%A7%E5%AE%B6%E6%BA%90-304%E4%B8%8D%E9%8F%BD%E9%8B%BC%E5%BF%AB%E7%85%AE%E5%A3%BA-22.2-x-15.8-x-22cm-730g-1.5L-468985795510276
2026-03-03,家電數位,Sunlus 三樂事 暖暖熱敷墊 MHP711 大(60 x 30cm)  藍色,42,https://www.tw.coupang.com/products/Sunlus-%E4%B8%89%E6%A8%82%E4%BA%8B-%E6%9A%96%E6%9A%96%E7%86%B1%E6%95%B7%E5%A2%8A-MHP711-%E5%A4%A7%2860-x-30cm%29-468651190714369
2026-03-03,家電數位,Smart Bearing 智慧魔力 石墨烯羽絨電暖袋,119,https://www.tw.coupang.com/products/Smart-Bearing-%E6%99%BA%E6%85%A7%E9%AD%94%E5%8A%9B-%E7%9F%B3%E5%A2%A8%E7%83%AF%E7%BE%BD%E7%B5%A8%E9%9B%BB%E6%9A%96%E8%A2%8B-534260368769025
2026-03-03,家電數位,甲珍電毯 恆溫省電型舒適電熱毯 顏色隨機 KR-3800-J  單人(180 x 100cm),32,https://www.tw.coupang.com/products/%E7%94%B2%E7%8F%8D%E9%9B%BB%E6%AF%AF-%E6%81%86%E6%BA%AB%E7%9C%81%E9%9B%BB%E5%9E%8B%E8%88%92%E9%81%A9%E9%9B%BB%E7%86%B1%E6%AF%AF-%E9%A1%8F%E8%89%B2%E9%9A%A8%E6%A9%9F-KR-3800-J-501176197890052
2026-03-03,家電數位,Sony 降躁真無線耳罩式耳機 WH-ULT900N  米白色,147,https://www.tw.coupang.com/products/Sony-%E9%99%8D%E8%BA%81%E7%9C%9F%E7%84%A1%E7%B7%9A%E8%80%B3%E7%BD%A9%E5%BC%8F%E8%80%B3%E6%A9%9F-WH-ULT900N-473748259979281
